month,provider,resource_id,service,environment,owner_team,region,monthly_cost_gbp,cpu_avg_pct,memory_avg_pct,uptime_pct,storage_util_pct,monthly_requests,tag_compliant,reserved_coverage_pct,cost_anomaly
2026-03,AWS,RES-00244,Load Balancer,Prod,Cloud Ops,eu-west-1,43.14,,,53.2,,968.0,0,,0
2026-03,AWS,RES-00245,RDS,Prod,Data,us-east-1,711.59,,,64.5,,,1,77.0,0
2026-03,AWS,RES-00246,S3,Prod,Data,eu-west-2,41.51,,,73.2,4.7,498.0,1,,0
2026-03,Azure,RES-00247,Blob Storage,Prod,Cloud Ops,UK South,74.73,,,50.1,22.4,468.0,1,,0
2026-03,Azure,RES-00248,Blob Storage,Dev,Applications,UK South,27.69,,,41.6,23.5,1442.0,1,,0
2026-03,Azure,RES-00249,Virtual Machines,Dev,Data,UK South,429.32,55.4,90.2,93.1,,,1,64.8,0
2026-03,Azure,RES-00250,Virtual Machines,Dev,Security,West Europe,125.7,69.6,75.8,38.9,,,1,69.7,0
2026-03,AWS,RES-00251,EC2,Dev,Cloud Ops,us-east-1,483.71,28.1,15.7,31.5,,,1,47.2,0
2026-03,Azure,RES-00252,Virtual Machines,Prod,Cloud Ops,UK South,322.78,46.6,29.8,55.9,,,0,1.1,0
2026-03,Azure,RES-00253,Blob Storage,Prod,Applications,West Europe,20.46,,,83.2,61.2,276.0,1,,0
2026-03,AWS,RES-00254,NAT Gateway,Prod,Security,eu-west-1,139.28,,,57.7,,,0,,0
2026-03,AWS,RES-00255,EC2,UAT,Security,eu-west-1,339.76,12.4,82.1,36.1,,,1,57.5,0
2026-03,Azure,RES-00256,NAT Gateway,Prod,Applications,UK South,83.55,,,95.6,,,1,,0
2026-03,Azure,RES-00257,Load Balancer,Dev,Data,East US,136.75,,,35.2,,700.0,1,,0
2026-03,AWS,RES-00258,NAT Gateway,Prod,Data,eu-west-1,121.37,,,58.0,,,1,,0
2026-03,Azure,RES-00259,Virtual Machines,Prod,Platform,West Europe,253.25,5.5,19.6,76.9,,,1,93.2,0
2026-03,Azure,RES-00260,SQL Database,Dev,Platform,East US,284.85,,,82.7,,,1,73.3,0
2026-03,AWS,RES-00261,EC2,Prod,Security,eu-west-2,288.06,4.2,6.7,91.6,,,1,68.9,0
2026-03,Azure,RES-00262,Blob Storage,Dev,Cloud Ops,East US,40.7,,,87.1,23.7,1428.0,0,,0
2026-03,Azure,RES-00263,SQL Database,Dev,Platform,West Europe,385.06,,,90.1,,,0,5.5,0
2026-03,AWS,RES-00264,EBS,Prod,Platform,eu-west-2,116.53,,,49.2,42.7,,1,,0
2026-03,AWS,RES-00265,EC2,Dev,Applications,us-east-1,237.55,55.5,50.7,48.3,,,0,10.1,0
2026-03,AWS,RES-00266,S3,Dev,Data,eu-west-1,66.92,,,72.4,32.8,269.0,1,,0
2026-03,AWS,RES-00267,EC2,UAT,Platform,us-east-1,118.29,12.4,30.6,66.3,,,0,51.7,0
2026-03,AWS,RES-00268,RDS,Prod,Security,eu-west-2,343.25,,,94.0,,,1,83.4,0
2026-03,AWS,RES-00269,EC2,Prod,Applications,eu-west-2,320.13,13.2,43.4,94.4,,,0,66.9,0
2026-03,AWS,RES-00270,RDS,Prod,Platform,eu-west-2,199.02,,,61.9,,,1,56.1,0
2026-03,AWS,RES-00271,NAT Gateway,Prod,Data,eu-west-2,107.64,,,66.2,,,1,,0
2026-03,AWS,RES-00272,EC2,Prod,Data,eu-west-2,203.42,25.1,30.9,47.2,,,1,55.3,0
2026-03,Azure,RES-00273,Virtual Machines,Dev,Cloud Ops,East US,373.39,5.8,69.9,47.0,,,1,91.3,0
2026-03,Azure,RES-00274,Virtual Machines,Prod,Data,West Europe,253.41,16.0,32.3,18.4,,,1,58.7,0
2026-03,Azure,RES-00275,Load Balancer,Dev,Security,UK South,78.38,,,42.1,,1930.0,1,,0
2026-03,AWS,RES-00276,EC2,Dev,Applications,us-east-1,146.37,22.1,67.0,80.4,,,0,43.7,0
2026-03,Azure,RES-00277,NAT Gateway,Prod,Platform,UK South,146.55,,,80.7,,,1,,0
2026-03,AWS,RES-00278,S3,Dev,Security,eu-west-1,45.69,,,64.1,75.2,204.0,1,,0
2026-03,AWS,RES-00279,EC2,Prod,Platform,eu-west-1,433.58,12.4,48.0,56.4,,,1,65.4,0
2026-03,Azure,RES-00280,Virtual Machines,Prod,Cloud Ops,UK South,151.24,9.3,50.3,93.6,,,1,7.9,0
2026-03,AWS,RES-00281,EC2,Dev,Data,eu-west-1,168.83,44.1,53.5,84.8,,,1,6.7,0
2026-03,Azure,RES-00282,Load Balancer,Prod,Data,UK South,134.35,,,64.7,,285.0,1,,0
2026-03,Azure,RES-00283,Virtual Machines,Prod,Data,West Europe,435.33,14.1,47.8,67.1,,,1,91.2,0
2026-03,AWS,RES-00284,EC2,Prod,Data,us-east-1,283.56,3.1,11.7,99.5,,,0,58.2,0
2026-03,AWS,RES-00285,Load Balancer,UAT,Applications,eu-west-2,123.92,,,90.7,,92.0,1,,0
2026-03,Azure,RES-00286,SQL Database,Prod,Security,West Europe,188.77,,,32.6,,,1,70.6,0
2026-03,Azure,RES-00287,Load Balancer,Dev,Security,West Europe,81.55,,,52.6,,1827.0,1,,0
2026-03,Azure,RES-00288,Load Balancer,Prod,Security,UK South,39.14,,,66.2,,2363.0,1,,0
2026-03,AWS,RES-00289,S3,Prod,Applications,eu-west-1,26.12,,,84.1,65.3,394.0,1,,0
2026-03,AWS,RES-00290,RDS,UAT,Applications,eu-west-1,248.63,,,49.0,,,1,59.3,0
2026-03,Azure,RES-00291,Virtual Machines,Dev,Security,UK South,473.95,62.9,25.1,58.6,,,1,85.6,0
2026-03,AWS,RES-00292,EBS,Dev,Platform,us-east-1,83.13,,,45.9,42.3,,1,,0
2026-03,Azure,RES-00293,Managed Disks,Prod,Data,West Europe,116.03,,,82.5,31.1,,1,,0
2026-03,AWS,RES-00294,EC2,Prod,Applications,eu-west-1,140.91,6.3,7.2,79.0,,,1,7.0,0
2026-03,Azure,RES-00295,Virtual Machines,Dev,Cloud Ops,East US,191.42,41.3,26.3,53.6,,,1,41.2,0
2026-03,AWS,RES-00296,EBS,Prod,Data,us-east-1,76.7,,,42.0,35.1,,1,,0
2026-03,Azure,RES-00297,SQL Database,Prod,Data,UK South,256.05,,,84.6,,,0,9.6,0
2026-03,AWS,RES-00298,EC2,Dev,Cloud Ops,eu-west-1,318.78,36.6,25.3,38.9,,,1,73.9,0
2026-03,Azure,RES-00299,Managed Disks,Prod,Cloud Ops,East US,145.49,,,83.9,44.3,,1,,0
2026-03,AWS,RES-00300,Load Balancer,Prod,Security,eu-west-1,120.43,,,71.8,,1263.0,0,,0
2026-03,AWS,RES-00301,Load Balancer,UAT,Platform,eu-west-2,48.79,,,52.9,,645.0,1,,0
2026-03,AWS,RES-00302,EC2,Dev,Security,eu-west-2,315.89,20.7,12.8,57.9,,,1,97.5,0
2026-03,AWS,RES-00303,EC2,UAT,Data,eu-west-2,167.99,14.6,27.4,82.4,,,0,69.6,0
2026-03,AWS,RES-00304,EBS,Prod,Cloud Ops,eu-west-2,96.97,,,37.1,22.3,,0,,0
2026-03,AWS,RES-00305,S3,Prod,Cloud Ops,eu-west-1,54.3,,,70.6,27.4,1370.0,1,,0
2026-03,Azure,RES-00306,Virtual Machines,Prod,Cloud Ops,UK South,308.22,23.2,44.7,22.4,,,1,10.1,0
2026-03,Azure,RES-00307,SQL Database,Prod,Cloud Ops,UK South,156.28,,,64.6,,,1,27.9,0
2026-03,AWS,RES-00308,EC2,Prod,Applications,us-east-1,286.63,19.0,27.8,31.6,,,1,32.6,0
2026-03,Azure,RES-00309,Managed Disks,Prod,Data,East US,141.2,,,62.2,22.6,,1,,0
2026-03,AWS,RES-00310,EC2,Prod,Applications,us-east-1,179.27,42.4,56.3,17.8,,,1,0.3,0
2026-03,Azure,RES-00311,Virtual Machines,Prod,Cloud Ops,East US,267.37,32.3,7.7,60.2,,,1,10.3,0
2026-03,Azure,RES-00312,SQL Database,Prod,Applications,West Europe,168.9,,,53.6,,,1,41.9,0
2026-03,AWS,RES-00313,EC2,Dev,Applications,us-east-1,172.02,37.8,6.3,29.2,,,1,87.4,0
2026-03,AWS,RES-00314,S3,Prod,Cloud Ops,us-east-1,101.14,,,99.9,25.7,1219.0,0,,0
2026-03,AWS,RES-00315,EC2,Prod,Data,eu-west-2,297.5,12.2,33.4,81.0,,,1,79.7,0
2026-03,Azure,RES-00316,Blob Storage,Prod,Data,West Europe,47.89,,,64.7,85.8,1338.0,1,,0
2026-03,AWS,RES-00317,EC2,Prod,Platform,eu-west-2,178.34,32.0,13.5,69.9,,,1,84.2,0
2026-03,AWS,RES-00318,EC2,Dev,Platform,eu-west-1,321.53,10.4,39.7,88.0,,,1,100.0,0
2026-03,AWS,RES-00319,Load Balancer,Dev,Data,eu-west-1,41.05,,,67.3,,1676.0,0,,0
2026-03,AWS,RES-00320,EC2,Dev,Security,us-east-1,255.34,8.1,7.8,76.1,,,1,35.4,0
2026-03,Azure,RES-00321,Load Balancer,UAT,Security,UK South,83.0,,,54.4,,3127.0,1,,0
2026-03,Azure,RES-00322,Load Balancer,UAT,Cloud Ops,UK South,103.98,,,40.4,,2624.0,1,,0
2026-03,Azure,RES-00323,Managed Disks,Dev,Security,East US,53.3,,,80.6,32.7,,1,,0
2026-03,AWS,RES-00324,EBS,Prod,Cloud Ops,eu-west-2,80.73,,,73.7,36.9,,1,,0
2026-03,AWS,RES-00325,NAT Gateway,Prod,Cloud Ops,us-east-1,81.93,,,96.0,,,1,,0
2026-03,Azure,RES-00326,Virtual Machines,Prod,Security,UK South,292.61,18.7,37.9,81.7,,,1,92.3,1
2026-03,AWS,RES-00327,EC2,Dev,Platform,us-east-1,151.46,38.2,56.2,54.7,,,1,61.5,0
2026-03,Azure,RES-00328,Virtual Machines,Dev,Security,West Europe,272.83,40.0,47.5,96.0,,,1,82.4,0
2026-03,AWS,RES-00329,RDS,Prod,Cloud Ops,us-east-1,430.5,,,48.4,,,1,93.5,0
2026-03,AWS,RES-00330,EC2,Dev,Applications,eu-west-2,270.38,14.2,68.9,48.1,,,1,11.4,0
2026-03,AWS,RES-00331,NAT Gateway,UAT,Data,eu-west-2,65.03,,,42.9,,,1,,0
2026-03,AWS,RES-00332,RDS,UAT,Security,eu-west-1,490.07,,,46.6,,,1,63.1,0
2026-03,AWS,RES-00333,EC2,UAT,Security,eu-west-2,202.38,42.0,17.3,66.1,,,1,3.7,0
2026-03,AWS,RES-00334,EBS,Prod,Data,us-east-1,88.46,,,45.4,26.8,,1,,0
2026-03,Azure,RES-00335,SQL Database,Dev,Data,West Europe,350.12,,,48.2,,,1,44.3,0
2026-03,Azure,RES-00336,NAT Gateway,Prod,Applications,UK South,212.05,,,75.0,,,1,,0
2026-03,AWS,RES-00337,EC2,Dev,Security,eu-west-1,335.19,16.9,59.9,36.1,,,1,91.7,0
2026-03,AWS,RES-00338,Load Balancer,Prod,Applications,eu-west-2,99.02,,,77.4,,620.0,1,,0
2026-03,Azure,RES-00339,SQL Database,Prod,Security,UK South,242.23,,,56.0,,,1,40.6,0
2026-03,Azure,RES-00340,Managed Disks,Prod,Cloud Ops,UK South,89.37,,,96.6,38.4,,1,,0
2026-03,AWS,RES-00341,EC2,Dev,Cloud Ops,us-east-1,168.31,20.9,31.7,72.2,,,1,16.1,0
2026-03,AWS,RES-00342,RDS,Prod,Cloud Ops,eu-west-1,172.38,,,57.4,,,1,46.0,0
2026-03,Azure,RES-00343,Virtual Machines,Prod,Cloud Ops,East US,405.8,43.9,64.2,78.8,,,0,44.6,0
2026-03,Azure,RES-00344,Blob Storage,Prod,Platform,UK South,54.8,,,46.3,12.6,1112.0,1,,0
2026-03,Azure,RES-00345,SQL Database,UAT,Data,West Europe,180.37,,,92.7,,,1,38.9,0
2026-03,Azure,RES-00346,Virtual Machines,Dev,Applications,UK South,238.83,15.7,38.7,64.5,,,1,96.0,0
2026-03,Azure,RES-00347,Managed Disks,Dev,Applications,West Europe,109.38,,,80.2,83.2,,1,,1
2026-03,AWS,RES-00348,NAT Gateway,Prod,Platform,eu-west-1,86.16,,,78.0,,,0,,1
2026-03,Azure,RES-00349,Managed Disks,Prod,Security,UK South,80.42,,,75.6,38.4,,1,,0
2026-03,AWS,RES-00350,EBS,Dev,Platform,us-east-1,80.01,,,64.8,19.9,,1,,0
2026-03,Azure,RES-00351,Managed Disks,Prod,Data,UK South,79.15,,,64.2,37.8,,1,,0
2026-03,AWS,RES-00352,EC2,Dev,Security,us-east-1,303.04,2.8,91.6,43.1,,,1,18.7,0
2026-03,AWS,RES-00353,EBS,UAT,Security,us-east-1,66.75,,,46.9,33.1,,1,,0
2026-03,Azure,RES-00354,Load Balancer,Prod,Applications,East US,176.47,,,35.8,,2008.0,1,,0
2026-03,AWS,RES-00355,EC2,UAT,Applications,eu-west-2,211.8,1.2,32.4,38.2,,,0,1.3,0
2026-03,AWS,RES-00356,EC2,Prod,Data,eu-west-1,371.09,6.3,14.0,96.2,,,1,66.4,1
2026-03,Azure,RES-00357,SQL Database,Dev,Applications,West Europe,199.07,,,77.0,,,1,48.7,0
2026-03,AWS,RES-00358,NAT Gateway,Prod,Data,eu-west-1,136.82,,,84.1,,,1,,0
2026-03,AWS,RES-00359,RDS,Dev,Cloud Ops,us-east-1,143.02,,,94.5,,,1,62.1,0
2026-03,AWS,RES-00360,S3,Dev,Platform,us-east-1,28.69,,,54.9,77.3,5767.0,1,,0
2026-04,AWS,RES-00361,EC2,Dev,Applications,eu-west-2,145.91,29.8,38.4,54.1,,,1,38.5,0
2026-04,AWS,RES-00362,EC2,Prod,Data,us-east-1,150.91,16.8,18.0,19.3,,,0,34.0,0
2026-04,AWS,RES-00363,EC2,Dev,Cloud Ops,us-east-1,141.87,14.0,42.8,19.4,,,1,83.8,0
2026-04,AWS,RES-00364,EC2,Prod,Security,us-east-1,196.42,38.7,19.7,45.8,,,1,13.3,0
2026-04,Azure,RES-00365,Virtual Machines,Prod,Cloud Ops,West Europe,274.97,21.8,26.5,42.2,,,1,50.3,1
2026-04,Azure,RES-00366,Virtual Machines,Prod,Security,East US,100.19,33.3,37.7,28.6,,,0,9.5,0
2026-04,Azure,RES-00367,Managed Disks,Prod,Data,East US,43.59,,,96.4,42.9,,1,,0
2026-04,Azure,RES-00368,Load Balancer,Prod,Applications,East US,155.5,,,71.9,,203.0,1,,0
2026-04,AWS,RES-00369,Load Balancer,UAT,Platform,eu-west-1,79.94,,,56.3,,233.0,1,,0
2026-04,Azure,RES-00370,Virtual Machines,Dev,Platform,West Europe,162.57,32.7,59.2,81.4,,,1,60.9,0
2026-04,Azure,RES-00371,Load Balancer,UAT,Applications,UK South,65.41,,,71.4,,765.0,1,,0
2026-04,AWS,RES-00372,Load Balancer,Prod,Data,us-east-1,105.25,,,69.8,,2764.0,1,,0
2026-04,AWS,RES-00373,NAT Gateway,Prod,Security,eu-west-1,132.28,,,91.1,,,0,,0
2026-04,AWS,RES-00374,NAT Gateway,Dev,Cloud Ops,eu-west-2,188.86,,,59.2,,,0,,0
2026-04,Azure,RES-00375,Virtual Machines,Dev,Platform,UK South,163.07,18.1,73.0,22.5,,,1,41.4,0
2026-04,AWS,RES-00376,RDS,Dev,Data,eu-west-2,436.47,,,69.2,,,1,9.2,0
2026-04,AWS,RES-00377,Load Balancer,Prod,Platform,eu-west-2,37.93,,,66.5,,3474.0,1,,0
2026-04,Azure,RES-00378,Virtual Machines,Prod,Security,East US,124.05,37.4,41.6,91.8,,,1,34.7,0
2026-04,Azure,RES-00379,Load Balancer,UAT,Security,UK South,37.29,,,71.1,,448.0,1,,0
2026-04,AWS,RES-00380,EBS,UAT,Security,eu-west-2,42.81,,,51.0,75.6,,1,,0
2026-04,AWS,RES-00381,S3,Prod,Applications,eu-west-2,76.74,,,56.8,56.0,1594.0,1,,0
2026-04,Azure,RES-00382,Virtual Machines,Prod,Security,East US,356.35,19.4,30.4,28.4,,,0,24.8,0
2026-04,AWS,RES-00383,EC2,Prod,Data,us-east-1,301.92,13.1,57.4,69.4,,,1,47.0,0
2026-04,AWS,RES-00384,EC2,UAT,Platform,eu-west-1,335.7,1.4,24.9,29.1,,,1,20.2,0
2026-04,AWS,RES-00385,Load Balancer,Prod,Cloud Ops,us-east-1,56.99,,,47.0,,1665.0,1,,0
2026-04,Azure,RES-00386,Virtual Machines,Prod,Data,UK South,278.49,22.9,58.1,47.9,,,0,65.6,0
2026-04,AWS,RES-00387,EC2,Prod,Cloud Ops,eu-west-2,244.43,6.3,9.8,57.7,,,1,89.2,0
2026-04,AWS,RES-00388,EC2,Prod,Platform,eu-west-2,183.09,1.8,14.3,92.2,,,1,93.9,0
2026-04,Azure,RES-00389,Managed Disks,Prod,Data,West Europe,227.75,,,71.9,59.0,,1,,1
2026-04,AWS,RES-00390,EBS,Prod,Platform,eu-west-2,62.8,,,34.6,22.4,,0,,0
2026-04,Azure,RES-00391,NAT Gateway,Prod,Data,UK South,93.44,,,50.4,,,1,,0
2026-04,Azure,RES-00392,Virtual Machines,UAT,Platform,East US,219.02,2.5,34.5,70.0,,,1,26.2,0
2026-04,Azure,RES-00393,Virtual Machines,Dev,Platform,West Europe,145.3,2.1,9.8,95.4,,,1,44.4,0
2026-04,Azure,RES-00394,NAT Gateway,Prod,Security,UK South,152.89,,,66.8,,,0,,0
2026-04,AWS,RES-00395,RDS,Prod,Data,eu-west-1,347.75,,,74.6,,,1,33.9,0
2026-04,AWS,RES-00396,EC2,Dev,Applications,us-east-1,329.93,21.7,17.9,74.9,,,0,48.2,0
2026-04,AWS,RES-00397,NAT Gateway,Dev,Applications,eu-west-1,214.28,,,58.3,,,1,,0
2026-04,AWS,RES-00398,NAT Gateway,Prod,Data,eu-west-1,63.43,,,62.5,,,1,,0
2026-04,AWS,RES-00399,EC2,UAT,Data,us-east-1,774.74,27.4,53.9,96.7,,,1,73.1,0
2026-04,Azure,RES-00400,Virtual Machines,Dev,Data,West Europe,304.26,1.5,25.1,71.7,,,1,35.8,0
2026-04,AWS,RES-00401,Load Balancer,UAT,Platform,eu-west-2,70.85,,,38.8,,8152.0,1,,0
2026-04,Azure,RES-00402,Managed Disks,Prod,Cloud Ops,East US,36.61,,,38.5,76.6,,1,,0
2026-04,Azure,RES-00403,SQL Database,Prod,Applications,West Europe,354.34,,,69.7,,,1,98.3,0
2026-04,Azure,RES-00404,Virtual Machines,Prod,Cloud Ops,UK South,565.11,40.4,19.4,38.7,,,1,8.3,1
2026-04,AWS,RES-00405,NAT Gateway,Prod,Data,eu-west-2,266.52,,,67.9,,,1,,0
2026-04,Azure,RES-00406,Virtual Machines,Prod,Applications,East US,497.39,2.3,14.9,88.1,,,1,5.5,1
2026-04,AWS,RES-00407,EC2,Prod,Security,eu-west-1,111.6,45.1,24.6,55.9,,,1,18.8,0
2026-04,AWS,RES-00408,RDS,UAT,Security,eu-west-2,626.64,,,95.3,,,1,94.3,0
2026-04,Azure,RES-00409,Virtual Machines,Dev,Security,West Europe,304.62,3.6,40.5,17.8,,,0,94.4,0
2026-04,Azure,RES-00410,SQL Database,Prod,Applications,East US,266.33,,,86.0,,,1,22.3,1
2026-04,Azure,RES-00411,Managed Disks,Prod,Data,West Europe,161.01,,,59.7,21.0,,1,,0
2026-04,AWS,RES-00412,EBS,Prod,Data,eu-west-2,201.29,,,41.9,57.3,,1,,0
2026-04,AWS,RES-00413,EC2,Prod,Data,eu-west-2,204.22,52.1,65.9,18.5,,,1,58.4,0
2026-04,AWS,RES-00414,Load Balancer,Prod,Security,eu-west-2,95.56,,,74.3,,1021.0,1,,0
2026-04,Azure,RES-00415,Load Balancer,Dev,Data,West Europe,109.95,,,88.7,,1677.0,1,,0
2026-04,Azure,RES-00416,Blob Storage,UAT,Platform,West Europe,48.62,,,87.5,33.0,3340.0,1,,1
2026-04,AWS,RES-00417,EC2,Prod,Security,eu-west-1,179.06,8.0,14.6,80.3,,,0,8.2,0
2026-04,AWS,RES-00418,EC2,Prod,Security,eu-west-1,202.52,22.6,37.1,35.4,,,1,78.9,0
2026-04,Azure,RES-00419,SQL Database,Dev,Data,West Europe,711.99,,,54.2,,,1,37.0,0
2026-04,AWS,RES-00420,EBS,Prod,Data,us-east-1,75.27,,,32.1,42.3,,1,,0
2026-04,Azure,RES-00421,Virtual Machines,Dev,Platform,West Europe,265.54,2.0,9.6,97.8,,,1,59.0,0
2026-04,AWS,RES-00422,EC2,Prod,Security,eu-west-2,126.03,46.3,59.5,52.9,,,0,78.4,0
2026-04,AWS,RES-00423,EC2,Prod,Applications,eu-west-2,240.54,30.7,36.4,85.4,,,1,97.5,0
2026-04,AWS,RES-00424,RDS,UAT,Applications,eu-west-1,439.57,,,64.2,,,1,76.6,0
2026-04,AWS,RES-00425,EC2,Prod,Cloud Ops,eu-west-1,300.58,63.5,34.8,23.7,,,1,83.8,0
2026-04,AWS,RES-00426,NAT Gateway,Prod,Applications,eu-west-2,372.97,,,39.7,,,1,,0
2026-04,AWS,RES-00427,EC2,Dev,Data,eu-west-2,122.66,14.1,36.5,47.1,,,1,88.4,0
2026-04,AWS,RES-00428,EBS,Dev,Applications,eu-west-1,51.78,,,66.2,44.8,,1,,0
2026-04,Azure,RES-00429,SQL Database,Prod,Security,UK South,277.91,,,39.2,,,1,11.3,0
2026-04,AWS,RES-00430,Load Balancer,Prod,Security,us-east-1,154.52,,,67.0,,288.0,1,,0
2026-04,Azure,RES-00431,Virtual Machines,Prod,Data,East US,536.29,24.8,9.5,48.5,,,0,24.5,0
2026-04,AWS,RES-00432,EC2,Prod,Security,us-east-1,638.9,18.1,82.0,98.3,,,1,83.6,0
2026-04,Azure,RES-00433,Blob Storage,UAT,Applications,West Europe,40.93,,,71.6,55.2,2604.0,1,,0
2026-04,AWS,RES-00434,EC2,UAT,Applications,eu-west-1,487.25,13.0,41.2,61.5,,,1,96.3,0
2026-04,Azure,RES-00435,NAT Gateway,UAT,Security,UK South,92.72,,,50.4,,,1,,0
2026-04,Azure,RES-00436,Managed Disks,Prod,Platform,East US,73.41,,,62.2,30.8,,1,,0
2026-04,Azure,RES-00437,Virtual Machines,Prod,Data,East US,201.32,5.0,14.6,89.7,,,1,59.1,0
2026-04,AWS,RES-00438,Load Balancer,Prod,Security,eu-west-2,57.75,,,49.2,,1586.0,1,,0
2026-04,AWS,RES-00439,Load Balancer,Prod,Cloud Ops,eu-west-2,184.74,,,41.8,,749.0,1,,0
2026-04,Azure,RES-00440,Virtual Machines,Prod,Cloud Ops,East US,198.59,31.3,41.1,79.6,,,1,71.2,0
2026-04,AWS,RES-00441,EC2,Dev,Platform,eu-west-1,137.24,7.0,5.8,61.6,,,1,4.9,0
2026-04,Azure,RES-00442,Load Balancer,Prod,Data,West Europe,74.58,,,95.7,,1061.0,1,,0
2026-04,Azure,RES-00443,Managed Disks,Dev,Security,East US,46.55,,,67.2,22.8,,1,,0
2026-04,Azure,RES-00444,NAT Gateway,Prod,Cloud Ops,West Europe,118.37,,,49.3,,,1,,0
2026-04,Azure,RES-00445,Load Balancer,Prod,Cloud Ops,East US,126.19,,,96.5,,801.0,1,,0
2026-04,AWS,RES-00446,EBS,Dev,Data,us-east-1,58.85,,,66.4,48.4,,1,,0
2026-04,Azure,RES-00447,NAT Gateway,Dev,Security,West Europe,255.34,,,63.7,,,1,,0
2026-04,AWS,RES-00448,Load Balancer,Prod,Applications,eu-west-1,253.07,,,86.3,,1255.0,1,,1
2026-04,AWS,RES-00449,EBS,Dev,Platform,eu-west-2,117.16,,,75.7,46.3,,1,,1
2026-04,Azure,RES-00450,Blob Storage,Dev,Data,East US,54.94,,,37.3,50.9,1829.0,1,,0
2026-04,AWS,RES-00451,Load Balancer,Dev,Platform,eu-west-1,67.64,,,80.5,,1185.0,1,,0
2026-04,AWS,RES-00452,NAT Gateway,Prod,Security,us-east-1,99.22,,,91.7,,,1,,0
2026-04,AWS,RES-00453,EC2,Prod,Applications,us-east-1,132.38,25.8,44.2,19.2,,,1,76.0,0
2026-04,AWS,RES-00454,NAT Gateway,Prod,Platform,eu-west-2,172.44,,,88.5,,,1,,0
2026-04,AWS,RES-00455,EC2,Dev,Cloud Ops,us-east-1,312.78,2.1,5.1,78.8,,,1,21.8,0
2026-04,Azure,RES-00456,Virtual Machines,UAT,Security,UK South,254.82,56.4,48.5,20.4,,,1,46.9,0
2026-04,Azure,RES-00457,Load Balancer,Prod,Platform,West Europe,108.18,,,48.9,,2844.0,0,,0
2026-04,AWS,RES-00458,EBS,Dev,Security,eu-west-2,55.56,,,38.1,59.7,,1,,0
2026-04,Azure,RES-00459,Virtual Machines,Dev,Cloud Ops,West Europe,470.51,26.7,26.1,71.9,,,1,93.8,0
2026-04,AWS,RES-00460,NAT Gateway,Prod,Platform,eu-west-2,124.66,,,71.1,,,1,,0
2026-04,Azure,RES-00461,Virtual Machines,Prod,Data,East US,268.01,6.3,5.6,90.2,,,1,4.1,0
2026-04,Azure,RES-00462,Managed Disks,Dev,Data,West Europe,126.01,,,31.2,50.9,,1,,0
2026-04,Azure,RES-00463,Blob Storage,UAT,Applications,East US,131.23,,,71.6,60.0,4384.0,1,,0
2026-04,AWS,RES-00464,Load Balancer,UAT,Applications,us-east-1,175.15,,,32.5,,621.0,1,,1
2026-04,Azure,RES-00465,Managed Disks,Prod,Data,East US,51.8,,,84.4,20.4,,1,,0
2026-04,AWS,RES-00466,S3,Prod,Cloud Ops,us-east-1,86.49,,,35.8,46.1,793.0,1,,0
2026-04,AWS,RES-00467,EC2,Prod,Data,us-east-1,346.99,7.2,17.3,85.9,,,1,58.3,1
2026-04,AWS,RES-00468,Load Balancer,Prod,Cloud Ops,eu-west-2,113.54,,,51.1,,1243.0,1,,0
2026-04,AWS,RES-00469,EBS,Prod,Data,eu-west-1,50.75,,,44.7,18.8,,1,,0
2026-04,AWS,RES-00470,EC2,Dev,Cloud Ops,eu-west-2,285.35,55.8,55.5,38.8,,,1,47.2,0
2026-04,AWS,RES-00471,S3,Dev,Security,eu-west-1,36.83,,,30.6,36.3,1444.0,1,,0
2026-04,AWS,RES-00472,EC2,Prod,Security,eu-west-1,448.26,82.0,55.7,53.8,,,1,84.5,0
2026-04,AWS,RES-00473,RDS,Prod,Applications,eu-west-1,312.13,,,82.7,,,1,88.1,0
2026-04,AWS,RES-00474,EC2,Dev,Security,us-east-1,295.01,15.7,32.2,63.4,,,1,77.6,0
2026-04,AWS,RES-00475,NAT Gateway,Prod,Security,eu-west-2,134.77,,,77.5,,,1,,0
2026-04,AWS,RES-00476,EBS,Prod,Cloud Ops,us-east-1,101.29,,,64.1,15.1,,1,,0
2026-04,AWS,RES-00477,EC2,Dev,Platform,us-east-1,141.23,21.4,77.8,70.9,,,1,17.4,0
2026-04,AWS,RES-00478,RDS,UAT,Applications,eu-west-1,156.07,,,60.7,,,1,27.3,0
2026-04,AWS,RES-00479,EBS,Prod,Platform,eu-west-1,54.22,,,43.9,42.6,,1,,0
2026-04,Azure,RES-00480,Blob Storage,Prod,Applications,East US,87.08,,,51.6,65.2,427.0,1,,0
2026-05,Azure,RES-00481,Managed Disks,UAT,Data,West Europe,77.92,,,54.6,21.6,,1,,0
2026-05,AWS,RES-00482,EBS,UAT,Security,us-east-1,77.59,,,60.5,40.4,,1,,0
2026-05,Azure,RES-00483,Managed Disks,Prod,Applications,UK South,94.29,,,86.9,40.5,,1,,0
2026-05,AWS,RES-00484,S3,Dev,Data,eu-west-2,38.81,,,98.2,32.1,743.0,0,,0
2026-05,Azure,RES-00485,Virtual Machines,UAT,Security,West Europe,132.43,32.8,27.9,33.7,,,1,15.1,0
2026-05,AWS,RES-00486,RDS,Prod,Applications,eu-west-2,393.63,,,98.5,,,1,3.8,0
